database_family	revised_family	database_name	revised_name	database	tax_ref	year_ref	canine	evidence_canine	reference_canine	obs_canine	diet	reference diet	horn	reference_horn	obs1	obs2	category	is_ruminant
Cervidae	Cervidae	Neomegaloceros_gracilis	Neomegaloceros_gracilis	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Nipponicervus_londanensis	Bohlinella_londanensis	now	Grubb; P. (2000). Valid and invalid nomenclature of living and fossil deer; Cervidae. Acta theriologica; 45(3); 289-307.	2000	 	 	 								synonymized	yes
Cervidae	Cervidae	Odocoileus_brachydontus	Odocoileus_brachyodontus	now	Webb; S. D. 1998. Cervidae and Bovidae; pp. 508壽�0 in Janis; C.M.; K.M. Scott; and L.L. Jacobs (eds.); Evolution of Tertiary Mammals of North America; Volume 1: Terrestrial carnivores; ungulates and ungulatelike mammals. Cambridge University Press; London; U.K. and New York; New York	1998	 	 	 							considered a typo	typo	yes
Cervidae	Cervidae	Odocoileus_brachydontus	Odocoileus_brachyodontus	pbdb	Webb; S. D. 1998. Cervidae and Bovidae; pp. 508壽�0 in Janis; C.M.; K.M. Scott; and L.L. Jacobs (eds.); Evolution of Tertiary Mammals of North America; Volume 1: Terrestrial carnivores; ungulates and ungulatelike mammals. Cambridge University Press; London; U.K. and New York; New York	1998	 	 	 							considered a typo	typo	yes
Cervidae	Cervidae	Odocoileus_brachyodontus	Odocoileus_brachyodontus	pbdb	Webb; S. D. 1998. Cervidae and Bovidae; pp. 508壽�0 in Janis; C.M.; K.M. Scott; and L.L. Jacobs (eds.); Evolution of Tertiary Mammals of North America; Volume 1: Terrestrial carnivores; ungulates and ungulatelike mammals. Cambridge University Press; London; U.K. and New York; New York	1998	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_casciensis	Odocoileus_casciensis	pbdb	Fry; W. E.; & Gustafson; E. P. (1974). Cervids from the Pliocene and Pleistocene of central Washington. Journal of Paleontology; 375-386.	1974	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_ensifer	Odocoileus_ensifer	pbdb	Fry; W. E.; & Gustafson; E. P. (1974). Cervids from the Pliocene and Pleistocene of central Washington. Journal of Paleontology; 375-386.	1974	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_hemionus	Odocoileus_hemionus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_osceola	Odocoileus_virginianus	pbdb	Wilson; D. E. & Mittermeier; R. A. (eds.) (2011). Handbook of the Mammals of the World. Vol. 2. Hoofed mammals. Lynx Edicions; Barcelona.	2011	 	 	 								synonymized	yes
Cervidae	Cervidae	Odocoileus_peruvianus	Odocoileus_virginianus	pbdb	Wilson; D. E. & Mittermeier; R. A. (eds.) (2011). Handbook of the Mammals of the World. Vol. 2. Hoofed mammals. Lynx Edicions; Barcelona.	2011	 	 	 								synonymized	yes
Cervidae	Cervidae	Odocoileus_salinae	Odocoileus_salinae	pbdb	Tomiati; C.; & Abbazzi; L. (2002). Deer fauna from pleistocene and holocene localities of Ecuador (South America). Geobios; 35(5); 631-645.	2002	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_sellardsiae	Odocoileus_sellardsiae	pbdb	PBDB review	NA	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_sheridanus	Odocoileus_virginianus	pbdb	PBDB review	NA	 	 	 								synonymized	yes
Cervidae	Cervidae	Odocoileus_virginianus	Odocoileus_virginianus	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Odocoileus_virginianus	Odocoileus_virginianus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Orchonoceros_gromovi	Orchonoceros_gromovi	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Ozotoceros_bezoarticus	Ozotoceros_bezoarticus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Paracervulus_attenuatus	Paracervulus_attenuatus	now	Wei; D.; Chang-zhu; J.; Qin-qi; X.; Jin-yi; L.; Hao-wen; T.; & Long-ting; Z. (2000). A comparative analysis on the mammalian faunas associated with Homo erectus in China. Acta Anthropologica Sinica; 246; 256.	2000	NA	direct	Hooijer, D. A., & Granger, W. (1951). Two new deer from the Pleistocene of Wanhsien, Szechwan, China. American Museum novitates; no. 1495.	"Paracervulus is a genus created by Teilhard de Chardin and Trassaert (ibid., p. 15) for the inclusion of a number of antlers from the Pliocene of YushK, Shansi."					muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		valid_species	yes
Cervidae	Cervidae	Paracervulus_australis	Paracervulus_australis	now	Vislobokova; I. A. (2008). The major stages in the evolution of artiodactyl communities from the Pliocene-early Middle Pleistocene of northern Eurasia: Part 1. Paleontological Journal; 42(3); 297-312.	2008	NA	direct	Hooijer, D. A., & Granger, W. (1951). Two new deer from the Pleistocene of Wanhsien, Szechwan, China. American Museum novitates; no. 1495.	"Paracervulus is a genus created by Teilhard de Chardin and Trassaert (ibid., p. 15) for the inclusion of a number of antlers from the Pliocene of YushK, Shansi."					muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		valid_species	yes
Cervidae	Cervidae	Paracervulus_australis	Paracervulus_australis	pbdb	Vislobokova; I. A. (2008). The major stages in the evolution of artiodactyl communities from the Pliocene-early Middle Pleistocene of northern Eurasia: Part 1. Paleontological Journal; 42(3); 297-312.	2008	NA	direct	Hooijer, D. A., & Granger, W. (1951). Two new deer from the Pleistocene of Wanhsien, Szechwan, China. American Museum novitates; no. 1495.	"Paracervulus is a genus created by Teilhard de Chardin and Trassaert (ibid., p. 15) for the inclusion of a number of antlers from the Pliocene of YushK, Shansi."					muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		valid_species	yes
Cervidae	Cervidae	Paracervulus_bidens	Metacervulus_bidens	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1	1993									muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		synonymized	yes
Cervidae	Cervidae	Paracervulus_christoli	Paracervulus_christoli	pbdb	Wei; D. Les Cervidae (Artiodaclyla) Ruscinien (Plioc态ne) du Languedoc et du Roussillon (France). Bulletin du Mus泰um national d'Histoire naturelle; Paris; 4e s泰r.; 18; 1996 Section C; n濉 1 : 133-163	1996	NA	direct	Hooijer, D. A., & Granger, W. (1951). Two new deer from the Pleistocene of Wanhsien, Szechwan, China. American Museum novitates; no. 1495.	"Paracervulus is a genus created by Teilhard de Chardin and Trassaert (ibid., p. 15) for the inclusion of a number of antlers from the Pliocene of YushK, Shansi."					muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		valid_species	yes
Cervidae	Cervidae	Paracervulus_perpinianensis	Paracervulus_perpinianensis	pbdb	Wei; D. Les Cervidae (Artiodaclyla) Ruscinien (Plioc态ne) du Languedoc et du Roussillon (France). Bulletin du Mus泰um national d'Histoire naturelle; Paris; 4e s泰r.; 18; 1996 Section C; n濉 1 : 133-163	1996	NA	direct	Hooijer, D. A., & Granger, W. (1951). Two new deer from the Pleistocene of Wanhsien, Szechwan, China. American Museum novitates; no. 1495.	"Paracervulus is a genus created by Teilhard de Chardin and Trassaert (ibid., p. 15) for the inclusion of a number of antlers from the Pliocene of YushK, Shansi."					muntiacinae accourding to: Croitor, R. (2014). Deer from Late Miocene to Pleistocene of Western Palearctic: matching fossil record and molecular phylogeny data. Zitteliana, 115-153.		valid_species	yes
Cervidae	Cervidae	Paradicrocerus_flerovi	Stephanocemas_flerovi	pbdb	Gentry; A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology; 7(2); 115-158.	1994	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								synonymized	yes
Cervidae	Cervidae	Pavlodaria_orlovi	Pavlodaria_orlovi	now	Vislobokova; I. A. (1980). The systematic position of a deer from Pavlodar and the origin of Neocervinae. Paleontological Journal; 14(3); 97-111.	1980	 	 	 								valid_species	yes
Cervidae	Cervidae	Platycemas_infans	Cervavitus_novorossiae	now	Wei; D.; & Jie; Y. (1997). A MORPHOLOGICAL ANALYSIS ON INTRASPECIFIC VARIATION OF CERVAVITUS NOVOROSSIAE [J]. ACTA PALAEONTOLOGICA SINICA; 2.	1997	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								synonymized	yes
Cervidae	Cervidae	Pliocervus_graecus	Pliocervus_graecus	now	Petronio; C.; Krakhmalnaya; T.; Bellucci; L.; & Di Stefano; G. (2007). Remarks on some Eurasian pliocervines: Characteristics; evolution; and relationships with the tribe Cervini. Geobios; 40(1); 113-130.	2007	 	 	 								valid_species	yes
Cervidae	Cervidae	Pliocervus_karabastuzicus	Pliocervus_karabastuzicus	now	Petronio; C.; Krakhmalnaya; T.; Bellucci; L.; & Di Stefano; G. (2007). Remarks on some Eurasian pliocervines: Characteristics; evolution; and relationships with the tribe Cervini. Geobios; 40(1); 113-130.	2007	 	 	 								valid_species	yes
Cervidae	Cervidae	Pliocervus_pentelici	Pliocervus_pentelici	now	Petronio; C.; Krakhmalnaya; T.; Bellucci; L.; & Di Stefano; G. (2007). Remarks on some Eurasian pliocervines: Characteristics; evolution; and relationships with the tribe Cervini. Geobios; 40(1); 113-130.	2007	 	 	 								valid_species	yes
Cervidae	Cervidae	Pliocervus_pentelicus	Pliocervus_pentelici	now	Petronio; C.; Krakhmalnaya; T.; Bellucci; L.; & Di Stefano; G. (2007). Remarks on some Eurasian pliocervines: Characteristics; evolution; and relationships with the tribe Cervini. Geobios; 40(1); 113-130.	2007	 	 	 							considered a typo	typo	yes
Cervidae	Cervidae	Pliocervus_turolensis	Pliocervus_turolensis	now	Petronio; C.; Krakhmalnaya; T.; Bellucci; L.; & Di Stefano; G. (2007). Remarks on some Eurasian pliocervines: Characteristics; evolution; and relationships with the tribe Cervini. Geobios; 40(1); 113-130.	2007	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_cazioti	Praemegaceros_cazioti	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_cazioti	Praemegaceros_cazioti	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_cretensis	Praemegaceros_cretensis	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_obscurus	Praemegaceros_obscurus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_pliotarandoides	Praemegaceros_verticornis	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Praemegaceros_ropalophorus	Candiacervus_ropalophorus	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Praemegaceros_sardus	Praemegaceros_sardus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_solhilacus	Praemegaceros_solilhacus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								typo	yes
Cervidae	Cervidae	Praemegaceros_solilhacus	Praemegaceros_solilhacus	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_verticornis	Praemegaceros_verticornis	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praemegaceros_verticornis	Praemegaceros_verticornis	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praesinomegaceros_asiaticus	Praesinomegaceros_asiaticus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Praesinomegaceros_venustus	Praesinomegaceros_venustus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Procapreolus_concudensis	Turiacemas_concudensis	now	ALCAL虂; L. La colecci蘝n de vertebrados f蘝siles de Teruel del Museo Nacional de Ciencias Naturales (CSIC) The collection of vertebrate fossils from Teruel in the National Museum of Natural Sciences. EL PATRIMONIO PALEONTOL桃GICO; 339.	2002	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								synonymized	yes
Cervidae	Cervidae	Procapreolus_cusanus	Procapreolus_cusanus	now	Valli; A. M. (2010). Dispersion of the genus Procapreolus and the relationships between Procapreolus cusanus and the roe deer (Capreolus). Quaternary International; 212(2); 80-85.	2010	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
Cervidae	Cervidae	Procapreolus_flerovi	Procapreolus_flerovi	now	ABBAZZI; L. (2001). Cervidea and Moschidae (Mammalia; Artiodactyla) from the Baccinello V-3 assemblage (Late Miocene; Late Turolian; Grosseto; Italy). Rivista Italiana di Paleontologia e Stratigrafia (Research In Paleontology and Stratigraphy); 107(1).	2001	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
Cervidae	Cervidae	Procapreolus_jinensis	Procapreolus_jinensis	now	Valli; A. M. (2010). Dispersion of the genus Procapreolus and the relationships between Procapreolus cusanus and the roe deer (Capreolus). Quaternary International; 212(2); 80-85.	2010	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
Cervidae	Cervidae	Procapreolus_latifrons	Procapreolus_latifrons	now	ABBAZZI; L. (2001). Cervidea and Moschidae (Mammalia; Artiodactyla) from the Baccinello V-3 assemblage (Late Miocene; Late Turolian; Grosseto; Italy). Rivista Italiana di Paleontologia e Stratigrafia (Research In Paleontology and Stratigraphy); 107(1).	2001	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
Cervidae	Cervidae	Procapreolus_latifrons	Procapreolus_latifrons	pbdb	ABBAZZI; L. (2001). Cervidea and Moschidae (Mammalia; Artiodactyla) from the Baccinello V-3 assemblage (Late Miocene; Late Turolian; Grosseto; Italy). Rivista Italiana di Paleontologia e Stratigrafia (Research In Paleontology and Stratigraphy); 107(1).	2001	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
Cervidae	Cervidae	Procapreolus_loczyi	Procapreolus_loczyi	now	ABBAZZI; L. (2001). Cervidea and Moschidae (Mammalia; Artiodactyla) from the Baccinello V-3 assemblage (Late Miocene; Late Turolian; Grosseto; Italy). Rivista Italiana di Paleontologia e Stratigrafia (Research In Paleontology and Stratigraphy); 107(1).	2001	1	indirect	Brokx, P. A. (1972). The superior canines of Odocoileus and other deer. Journal of mammalogy, 53(2), 359-366.								valid_species	yes
